lon,lat,lf_cnt,lf110,lf131,lf132,lf133,lf134,lf140,lf160
-71.25,-32.75,7,114.74858923307113,82.68517952542261,80.51788501269112,84.58468943139809,84.59627219239557,54.7223199903527,45.922342496333634
